25102,16,09,17,04,31,18,07
25101,10,21,08,09,16,05,05
25100,17,16,25,30,12,31,16
25099,15,17,09,11,22,26,14
25098,13,17,29,05,18,08,02
25097,26,31,03,16,05,23,14
25096,16,29,09,12,11,07,15
25095,23,16,15,32,26,22,04
25094,11,13,19,29,23,17,16
25093,24,25,12,26,11,09,10
25092,23,11,24,02,17,14,12
25091,27,03,25,17,04,19,14
25090,06,21,11,12,27,28,15
25089,33,31,18,06,04,08,05
25088,25,21,01,03,13,18,06
25087,15,14,26,02,24,06,08
25086,02,24,06,10,08,17,06
25085,18,14,15,21,11,24,13
25084,33,06,14,10,08,24,15
25083,15,10,29,16,27,17,12
25082,04,14,09,32,06,33,11
25081,06,28,20,18,23,03,05
25080,03,07,08,10,16,19,05
25079,11,15,08,30,32,14,05
25078,17,15,30,06,32,33,14
25077,07,21,15,04,20,08,15
25076,12,06,09,30,02,14,08
25075,12,14,19,10,21,20,15
25074,33,12,32,20,04,03,13
25073,02,07,30,33,27,10,11
25072,27,17,02,29,25,14,05
25071,12,18,28,23,01,25,07
25070,02,33,22,21,03,15,06
25069,04,27,30,23,19,02,05
25068,07,08,19,31,20,05,07
25067,17,10,05,22,20,01,05
25066,06,27,24,30,28,22,04
25065,06,20,14,13,15,10,11
25064,22,33,29,02,10,13,16
25063,02,21,28,30,19,22,01
25062,08,25,09,31,13,06,14
25061,10,32,09,07,11,06,09
25060,25,06,28,30,14,18,01
25059,11,24,12,13,10,04,01
25058,07,09,02,06,20,10,06
25057,30,25,16,09,15,04,14
25056,28,14,02,31,01,10,03
25055,22,33,05,27,29,02,12
25054,07,24,27,21,10,05,16
25053,06,33,30,10,09,13,07
25052,26,07,06,10,17,20,09
25051,22,02,04,17,03,01,01
25050,15,33,22,18,09,12,16
25049,33,06,19,29,03,27,11
25048,21,27,22,31,16,23,10
25047,14,22,31,23,01,21,12
25046,33,02,03,16,29,10,01
25045,14,33,19,29,24,02,13
25044,03,14,28,08,07,02,11
25043,03,19,16,32,20,12,13
25042,07,33,13,19,27,23,12
25041,06,31,25,10,19,17,06
25040,10,24,09,08,06,02,11
25039,10,17,08,12,23,15,11
25038,26,20,06,33,23,19,09
25037,31,20,21,11,03,06,02
25036,05,13,19,32,11,16,07
25035,16,01,25,18,31,08,01
25034,26,24,13,08,14,05,12
25033,33,25,03,18,26,05,08
25032,03,21,14,16,10,08,03
25031,23,01,06,05,28,08,01
25030,06,07,30,31,04,33,06
25029,15,30,05,33,25,16,16
25028,18,15,04,14,09,25,15
25027,16,08,23,05,07,15,06
25026,19,09,14,12,32,10,07
25025,30,25,23,12,21,15,02
25024,22,32,10,11,30,27,15
25023,33,24,12,13,09,25,07
25022,28,20,30,11,17,18,10
25021,32,25,18,16,07,08,14
25020,11,04,30,16,26,13,15
25019,18,22,05,13,23,17,11
25018,21,29,03,18,09,28,11
25017,15,28,29,12,04,18,05
25016,02,29,20,12,03,16,14
25015,33,04,11,24,25,15,15
25014,21,13,06,09,27,07,05
25013,30,23,04,16,14,24,14
25012,11,31,18,07,27,13,11
25011,17,22,29,24,06,13,11
25010,17,16,07,06,04,21,08
25009,12,11,04,23,25,02,06
25008,17,33,14,09,16,25,11
25007,18,21,27,14,07,08,11
25006,07,01,08,20,22,17,06
25005,10,19,16,27,28,30,09
25004,32,07,17,03,29,27,04
25003,28,29,19,20,26,10,15
25002,22,15,09,12,26,13,11
25001,22,18,02,33,03,17,16
24151,10,29,19,16,32,05,04
24150,32,20,22,14,13,26,02
24149,18,03,16,17,22,09,16
24148,15,06,23,21,16,02,11
24147,30,05,11,21,13,16,10
24146,11,02,32,22,04,27,10
24145,01,03,22,30,16,23,03
24144,17,30,20,02,11,09,11
24143,30,02,05,33,22,11,10
24142,21,13,04,22,06,25,06
24141,15,01,07,24,02,29,12
24140,07,22,26,08,04,17,15
24139,23,22,20,29,16,15,14
24138,21,02,28,07,27,11,02
24137,19,04,10,27,09,26,12
24136,25,26,11,21,15,03,03
24135,11,18,05,17,30,31,13
24134,20,04,18,13,02,16,16
24133,01,33,27,15,30,11,01
24132,25,27,33,01,28,04,03
24131,32,04,11,05,20,15,13
24130,01,12,08,19,17,24,16
24129,32,24,09,19,10,13,01
24128,13,01,18,26,08,20,16
24127,27,02,05,32,20,13,10
24126,33,23,18,14,24,26,10
24125,18,04,30,01,13,26,03
24124,30,17,25,14,02,15,11
24123,22,15,26,33,02,30,04
24122,07,09,16,17,05,29,15
24121,33,01,27,10,07,13,03
24120,07,18,11,19,01,05,07
24119,09,26,02,32,27,31,14
24118,11,15,06,03,04,02,14
24117,03,12,29,14,32,16,12
24116,31,22,20,32,01,15,03
24115,03,10,27,11,19,28,07
24114,32,27,18,07,11,24,04
24113,24,31,26,23,04,05,11
24112,25,32,29,16,11,08,03
24111,22,12,04,30,01,11,16
24110,17,33,23,13,04,25,14
24109,29,04,28,03,33,24,09
24108,30,23,01,09,24,08,08
24107,01,17,06,19,13,08,09
24106,03,08,31,22,11,33,04
24105,17,19,02,05,33,29,04
24104,24,05,16,23,29,26,04
24103,33,32,23,27,21,12,15
24102,21,09,22,15,25,18,01
24101,08,15,30,19,17,12,08
24100,27,30,20,19,14,13,05
24099,17,27,04,12,24,26,16
24098,03,30,31,08,20,10,02
24097,04,18,13,30,10,12,03
24096,14,04,23,02,27,18,13
24095,06,09,21,04,14,16,03
24094,06,17,25,27,22,13,09
24093,05,11,01,12,15,07,12
24092,08,29,12,11,18,03,05
24091,15,16,13,19,20,24,10
24090,11,32,24,17,07,31,12
24089,09,06,15,18,31,03,01
24088,17,30,10,32,03,08,10
24087,18,09,19,03,26,20,11
24086,19,20,25,17,23,31,02
24085,27,21,23,01,15,05,15
24084,08,01,29,13,10,19,13
24083,32,14,09,33,29,03,15
24082,13,17,16,01,29,02,16
24081,23,12,06,25,01,17,04
24080,30,29,27,11,06,12,13
24079,26,07,16,03,02,06,04
24078,26,14,05,09,22,21,12
24077,14,01,06,17,22,04,08
24076,29,27,24,22,32,03,15
24075,08,05,03,18,28,22,01
24074,32,07,10,24,08,22,07
24073,30,03,28,09,18,12,01
24072,21,27,14,20,23,01,06
24071,02,28,19,31,08,30,14
24070,13,18,04,28,22,20,05
24069,24,13,20,06,32,21,06
24068,07,19,21,20,01,02,01
24067,11,01,17,13,29,25,03
24066,12,32,08,09,26,22,13
24065,19,03,10,09,22,05,14
24064,30,08,18,06,17,28,05
24063,28,23,16,14,32,07,04
24062,10,07,18,27,01,16,16
24061,25,09,18,28,22,01,02
24060,01,10,22,28,06,02,15
24059,33,03,31,14,25,01,07
24058,27,29,17,12,08,13,13
24057,31,18,23,17,03,08,08
24056,25,26,24,20,05,18,06
24055,16,07,29,04,06,02,03
24054,20,32,25,13,31,08,03
24053,28,33,07,22,14,21,07
24052,17,11,15,10,07,21,03
24051,28,23,20,05,09,13,06
24050,33,01,10,03,22,07,02
24049,15,32,17,26,12,23,11
24048,19,28,15,02,09,26,02
24047,07,08,29,21,26,30,15
24046,06,02,10,17,11,29,15
24045,08,23,24,19,02,26,03
24044,02,33,32,17,25,06,06
24043,04,24,15,06,07,14,08
24042,02,26,32,05,14,04,14
24041,33,02,09,22,12,25,16
24040,14,18,26,11,23,19,02
24039,29,06,02,31,12,30,10
24038,27,08,31,23,10,18,02
24037,14,12,06,05,01,04,13
24036,08,31,09,02,21,12,02
24035,05,22,17,14,32,07,06
24034,12,02,31,09,19,21,04
24033,18,06,20,10,32,11,05
24032,01,04,12,03,21,11,16
24031,10,30,13,32,25,09,02
24030,22,25,33,29,08,01,10
24029,25,33,28,23,18,12,04
24028,19,03,18,11,07,08,05
24027,02,32,13,27,28,06,13
24026,07,20,25,18,19,04,06
24025,25,08,33,15,22,21,13
24024,26,07,24,21,03,30,10
24023,10,01,25,32,28,22,10
24022,09,26,18,14,11,02,06
24021,17,23,24,04,16,06,11
24020,17,12,03,14,33,08,08
24019,12,11,20,05,17,16,08
24018,17,06,28,15,24,29,16
24017,32,04,19,17,25,20,04
24016,32,07,33,12,20,24,04
24015,20,17,08,03,30,18,15
24014,10,24,22,25,02,01,13
24013,25,10,07,14,21,01,07
24012,07,03,22,01,18,28,15
24011,27,08,12,31,16,20,06
24010,24,16,20,21,11,23,04
24009,23,10,07,17,04,01,14
24008,21,20,08,23,30,27,13
24007,20,06,22,04,05,07,15
24006,21,18,26,20,32,07,05
24005,25,06,05,32,23,20,03
24004,21,27,17,13,09,18,04
24003,01,08,33,13,32,05,03
24002,09,17,19,10,04,20,09
24001,32,07,03,26,27,16,16
23151,27,15,16,01,20,25,05
23150,10,17,30,25,33,26,05
23149,33,26,24,19,10,02,15
23148,20,09,03,19,05,07,08
23147,16,06,14,32,05,19,12
23146,11,06,32,03,20,02,09
23145,10,24,23,07,22,21,11
23144,17,12,27,25,16,22,08
23143,23,09,07,16,05,30,15
23142,33,02,27,08,20,21,14
23141,12,21,01,11,23,08,03
23140,30,04,14,11,31,03,05
23139,27,12,14,31,19,21,11
23138,31,33,30,22,28,03,04
23137,17,19,12,27,03,23,11
23136,10,05,22,03,21,26,10
23135,11,28,30,05,06,13,07
23134,22,08,33,17,05,09,04
23133,05,14,22,25,10,04,03
23132,09,25,27,11,15,03,01
23131,20,14,26,06,32,07,01
23130,32,10,17,23,22,04,16
23129,12,17,09,08,33,32,04
23128,07,27,16,20,21,33,01
23127,03,22,32,19,26,08,14
23126,10,26,31,28,29,24,16
23125,15,14,27,30,33,11,04
23124,25,03,02,30,17,18,11
23123,29,10,15,32,13,22,15
23122,20,07,30,08,14,18,05
23121,31,16,12,25,02,30,12
23120,03,27,24,13,29,08,08
23119,03,02,19,21,01,28,15
23118,11,19,25,02,01,29,04
23117,14,17,11,02,18,28,08
23116,02,24,09,27,08,13,12
23115,26,16,07,21,02,27,16
23114,09,16,17,15,07,26,09
23113,25,27,02,18,01,13,03
23112,31,22,13,09,12,24,04
23111,05,06,17,33,20,12,09
23110,33,25,06,20,29,02,16
23109,06,16,28,13,08,10,13
23108,06,03,24,18,08,01,09
23107,07,33,29,18,25,03,14
23106,24,09,10,07,20,22,07
23105,01,30,32,05,03,26,16
23104,30,23,25,19,31,10,12
23103,06,05,13,25,29,24,15
23102,21,10,09,28,01,13,10
23101,01,18,15,05,09,26,04
23100,12,15,05,23,06,25,04
23099,09,33,19,11,27,14,05
23098,14,11,10,27,02,21,11
23097,01,19,29,14,09,30,15
23096,26,32,08,18,11,31,15
23095,08,16,22,17,03,26,11
23094,30,06,12,14,10,31,12
23093,32,25,21,10,24,27,07
23092,24,12,33,03,32,25,13
23091,32,26,20,30,22,16,16
23090,26,30,01,09,31,02,07
23089,13,27,31,28,08,15,11
23088,18,01,14,33,26,31,05
23087,02,33,15,09,17,28,01
23086,26,09,10,32,08,22,12
23085,23,24,18,31,33,11,13
23084,13,19,09,14,17,27,03
23083,10,12,30,16,07,17,12
23082,30,24,04,18,27,19,16
23081,11,31,15,01,16,22,15
23080,31,04,02,25,01,09,08
23079,22,09,06,21,05,12,07
23078,08,19,30,14,06,31,08
23077,09,26,27,07,22,14,01
23076,03,15,18,04,22,19,09
23075,30,15,24,13,28,31,01
23074,18,19,08,02,21,09,03
23073,16,15,32,01,25,03,10
23072,02,10,24,33,06,25,09
23071,24,15,12,19,05,26,06
23070,32,31,03,25,33,05,04
23069,26,17,20,21,14,12,02
23068,15,33,12,18,29,11,02
23067,19,01,28,12,03,32,14
23066,08,31,07,26,10,02,06
23065,20,33,02,26,17,14,14
23064,01,11,12,16,18,07,04
23063,04,17,20,22,08,27,13
23062,23,19,33,26,11,24,15
23061,22,12,01,06,11,04,15
23060,09,30,19,31,11,17,11
23059,13,22,32,02,27,06,06
23058,17,10,30,22,33,26,11
23057,05,32,24,02,17,10,03
23056,15,23,18,33,08,14,08
23055,20,04,03,32,27,23,13
23054,26,15,09,10,05,06,12
23053,27,14,30,07,20,01,15
23052,05,17,08,04,12,03,06
23051,33,32,26,22,30,29,14
23050,23,07,22,02,09,14,05
23049,07,14,25,05,23,27,02
23048,24,10,02,30,28,03,08
23047,23,05,33,14,07,31,07
23046,17,06,08,26,28,25,03
23045,03,21,06,12,28,27,04
23044,15,08,26,02,24,22,16
23043,08,12,28,05,24,20,10
23042,20,27,30,23,17,10,10
23041,01,06,13,15,24,12,06
23040,17,29,09,24,31,16,08
23039,28,13,02,19,03,09,09
23038,09,02,33,14,17,31,08
23037,08,25,29,26,23,31,12
23036,24,19,18,14,13,30,09
23035,10,20,09,04,01,33,06
23034,09,11,02,17,03,12,15
23033,08,13,24,23,09,26,05
23032,26,28,06,20,33,19,01
23031,14,27,33,07,31,29,05
23030,07,02,16,31,30,03,06
23029,28,33,03,07,24,12,08
23028,10,22,07,05,20,17,14
23027,27,10,08,32,22,33,08
23026,31,18,01,26,33,30,03
23025,21,04,20,16,31,32,14
23024,03,27,06,28,09,17,03
23023,10,24,08,05,25,15,09
23022,10,19,31,23,11,18,03
23021,05,19,02,27,06,21,04
23020,01,26,17,27,18,12,05
23019,12,29,06,32,26,28,15
23018,10,19,12,17,25,31,13
23017,26,18,28,20,05,11,12
23016,14,16,30,19,23,28,03
23015,32,02,29,03,14,21,08
23014,23,30,06,18,07,27,05
23013,14,06,23,22,33,10,13
23012,07,26,22,04,03,30,06
23011,22,07,06,16,17,21,04
23010,18,27,05,04,13,29,12
23009,04,19,30,03,32,23,06
23008,13,26,05,18,20,28,06
23007,05,25,31,09,22,06,03
23006,02,12,14,24,26,10,05
23005,13,14,06,08,19,02,16
23004,16,20,01,15,07,25,16
23003,32,18,08,25,30,05,06
23002,02,16,10,06,22,18,13
23001,32,16,22,18,09,28,02
22150,07,28,01,22,11,12,05
22149,29,33,26,32,22,02,14
22148,15,17,16,21,31,02,14
22147,30,02,20,07,03,13,10
22146,31,26,13,18,07,06,06
22145,30,21,31,03,33,25,11
22144,23,31,32,20,22,07,05
22143,29,30,33,07,13,08,03
22142,21,03,16,13,01,27,03
22141,27,17,13,05,20,12,14
22140,27,20,19,18,09,08,15
22139,09,16,06,19,07,17,14
22138,28,21,19,14,02,25,11
22137,28,23,27,33,21,08,01
22136,08,18,22,15,10,14,08
22135,13,24,09,32,28,11,06
22134,31,01,14,05,17,24,14
22133,17,16,08,05,25,21,12
22132,33,26,32,18,01,03,04
22131,05,29,19,03,10,13,06
22130,26,08,17,28,15,02,12
22129,10,12,14,22,27,24,07
22128,12,24,18,03,27,29,01
22127,29,04,10,03,09,33,13
22126,01,13,26,15,33,17,13
22125,12,31,20,03,07,02,16
22124,24,18,05,26,10,13,01
22123,16,25,21,20,10,13,05
22122,24,28,19,17,08,06,05
22121,17,30,31,27,22,12,02
22120,15,26,29,19,02,27,02
22119,02,18,05,27,26,15,04
22118,14,07,06,33,11,02,08
22117,17,04,29,13,28,18,06
22116,33,30,26,08,27,14,01
22115,06,27,18,29,20,07,09
22114,19,15,26,05,29,01,13
22113,14,13,29,27,20,24,02
22112,31,08,25,03,05,17,01
22111,11,28,31,02,13,10,01
22110,28,18,20,09,13,15,15
22109,13,04,19,33,11,22,11
22108,18,17,13,01,07,31,15
22107,28,03,09,15,19,11,16
22106,17,23,20,24,22,31,01
22105,23,13,06,12,15,21,15
22104,01,25,31,19,08,26,01
22103,14,12,09,20,06,28,10
22102,10,32,12,09,29,18,14
22101,19,27,04,28,18,16,04
22100,06,21,20,02,15,07,15
22099,24,11,23,26,32,01,15
22098,33,06,21,03,02,04,05
22097,04,13,05,10,30,31,14
22096,16,25,19,17,03,33,07
22095,28,14,18,04,13,20,08
22094,16,06,11,31,19,13,02
22093,32,29,22,21,24,28,14
22092,21,20,07,27,10,16,11
22091,24,18,20,28,22,08,10
22090,01,29,30,27,04,25,07
22089,29,31,15,02,33,07,15
22088,15,17,22,20,03,09,06
22087,23,09,05,25,06,13,08
22086,04,21,24,08,23,01,11
22085,33,31,09,14,07,32,13
22084,32,25,24,03,23,18,09
22083,19,13,08,12,14,20,05
22082,10,11,04,30,32,23,14
22081,11,30,27,04,08,21,01
22080,17,18,12,15,27,05,04
22079,17,15,09,23,01,22,16
22078,17,01,04,31,05,15,09
22077,27,19,17,18,20,03,16
22076,29,09,13,10,24,08,02
22075,01,02,26,25,30,04,10
22074,29,33,15,19,07,05,15
22073,29,10,26,14,15,06,12
22072,14,05,15,32,18,16,12
22071,29,07,04,18,15,33,01
22070,28,04,33,09,27,06,02
22069,29,07,19,26,13,06,08
22068,29,26,07,12,15,24,06
22067,13,01,05,26,29,21,15
22066,14,20,11,27,30,06,09
22065,23,09,18,31,28,14,02
22064,31,13,17,12,06,04,16
22063,09,22,31,17,06,08,11
22062,23,33,16,18,20,21,05
22061,01,18,29,16,33,03,06
22060,18,32,24,19,16,28,01
22059,18,09,06,29,33,19,06
22058,23,33,06,14,31,13,01
22057,15,30,33,12,20,26,16
22056,01,17,14,06,11,26,15
22055,02,09,28,33,04,26,03
22054,08,27,21,28,12,33,11
22053,18,10,14,27,33,23,15
22052,32,27,31,07,24,29,15
22051,05,21,17,11,33,02,01
22050,14,27,08,33,05,03,08
22049,02,04,25,07,26,18,10
22048,07,20,31,26,05,17,14
22047,27,30,08,03,14,07,09
22046,02,11,25,27,24,30,14
22045,18,17,19,12,28,03,04
22044,08,21,29,01,23,07,06
22043,25,17,20,23,27,02,08
22042,30,11,05,21,22,10,13
22041,29,07,05,24,22,21,14
22040,16,03,14,12,31,33,12
22039,15,07,10,06,02,20,05
22038,13,09,32,16,12,24,04
22037,20,13,01,22,32,10,14
22036,03,16,26,14,31,02,02
22035,08,25,19,12,13,23,15
22034,32,33,31,26,17,14,10
22033,22,12,19,05,25,26,05
22032,14,23,10,32,11,04,07
22031,32,11,26,22,10,01,07
22030,26,23,12,30,24,27,05
22029,08,10,26,32,03,13,08
22028,20,23,05,22,11,29,09
22027,32,26,14,19,15,18,09
22026,15,03,10,04,24,22,02
22025,06,32,25,28,19,24,04
22024,07,19,10,14,24,09,15
22023,24,12,19,07,17,25,02
22022,15,07,17,11,01,19,06
22021,24,07,26,03,31,22,14
22020,32,09,14,11,30,22,01
22019,21,05,25,14,20,06,08
22018,17,11,07,30,16,32,16
22017,09,24,06,32,29,30,07
22016,10,19,31,29,20,05,14
22015,06,16,27,28,31,14,07
22014,27,15,13,07,06,14,04
22013,18,03,10,04,07,02,15
22012,08,30,29,31,07,04,01
22011,25,33,15,24,06,23,15
22010,12,20,32,19,21,18,15
22009,04,25,17,19,28,15,16
22008,07,03,09,21,20,02,13
22007,25,28,23,20,22,01,16
22006,06,22,31,03,15,09,02
22005,16,12,31,19,10,07,16
22004,30,32,05,19,24,28,14
22003,05,16,02,17,30,18,06
22002,12,25,02,21,23,31,08
22001,21,13,06,17,20,15,03
21150,24,21,20,09,14,26,04
21149,32,15,10,19,05,18,05
21148,12,20,17,19,10,15,08
21147,10,28,11,13,27,05,09
21146,09,21,07,32,22,26,03
21145,10,14,26,07,16,04,09
21144,26,13,15,02,05,23,07
21143,29,01,09,11,20,13,09
21142,20,04,07,17,24,19,16
21141,14,19,23,01,30,26,10
21140,26,16,05,27,10,33,01
21139,14,24,12,23,27,19,01
21138,14,15,32,27,11,16,09
21137,10,24,14,21,03,07,01
21136,02,06,09,15,19,28,16
21135,21,19,31,10,03,17,04
21134,02,31,01,25,19,16,08
21133,01,31,19,03,27,12,10
21132,06,04,14,28,20,01,08
21131,08,20,18,19,24,11,01
21130,15,24,26,30,09,08,06
21129,04,28,21,15,29,27,10
21128,23,05,20,17,21,33,04
21127,29,15,20,16,27,07,07
21126,28,27,19,23,31,20,01
21125,31,19,14,23,20,24,09
21124,18,01,03,22,32,29,02
21123,31,19,15,14,06,29,05
21122,04,12,28,18,05,15,07
21121,04,22,12,16,05,30,15
21120,12,08,18,07,13,01,05
21119,10,29,28,11,03,09,13
21118,02,18,31,06,20,14,13
21117,05,33,21,27,17,03,04
21116,14,06,33,17,18,31,06
21115,02,15,12,24,27,10,08
21114,24,27,06,14,04,08,02
21113,30,10,27,07,22,04,02
21112,05,28,25,21,06,33,07
21111,23,22,20,17,26,28,06
21110,32,10,13,24,15,31,02
21109,10,26,20,17,03,02,16
21108,26,32,15,11,24,18,09
21107,25,30,02,19,17,03,01
21106,30,07,04,14,31,01,03
21105,10,22,15,32,14,27,09
21104,07,01,17,20,28,22,15
21103,29,30,13,10,15,25,15
21102,24,05,15,09,27,30,09
21101,12,04,02,29,31,22,01
21100,09,07,14,12,29,13,16
21099,18,17,09,20,27,11,15
21098,10,26,32,13,18,01,05
21097,03,25,11,13,12,28,12
21096,07,26,14,15,01,11,11
21095,27,28,17,24,12,08,13
21094,25,11,33,09,28,24,15
21093,23,11,33,05,28,15,03
21092,31,02,07,10,12,08,03
21091,06,16,04,26,33,24,16
21090,12,27,14,28,05,06,08
21089,07,01,24,23,02,13,12
21088,04,12,26,15,19,16,06
21087,19,23,16,24,13,02,04
21086,29,06,10,14,08,28,01
21085,14,05,07,06,20,11,02
21084,05,21,07,28,11,09,01
21083,25,04,28,09,33,11,04
21082,32,13,03,06,26,11,05
21081,05,03,01,18,22,23,01
21080,05,08,23,29,24,22,09
21079,10,01,29,03,28,24,13
21078,15,27,04,26,31,06,12
21077,27,17,30,08,25,15,10
21076,30,21,32,09,23,03,06
21075,15,21,16,12,29,22,01
21074,09,25,04,27,05,14,07
21073,25,06,22,01,18,24,08
21072,15,21,01,16,19,09,15
21071,31,32,33,01,07,24,08
21070,11,29,01,15,05,16,15
21069,26,11,06,23,20,18,05
21068,14,04,18,31,32,24,15
21067,19,23,25,11,01,29,09
21066,06,30,26,33,02,19,15
21065,33,08,01,29,19,04,16
21064,18,04,06,08,15,16,16
21063,24,06,23,04,05,09,09
21062,12,25,20,15,22,13,10
21061,09,04,20,23,18,12,01
21060,20,11,29,10,17,30,15
21059,33,09,18,11,01,32,14
21058,11,13,28,19,09,18,14
21057,06,05,17,25,33,09,16
21056,08,29,21,32,23,22,01
21055,12,03,11,28,16,22,10
21054,13,22,07,31,21,24,02
21053,07,16,33,14,10,24,16
21052,04,30,03,06,21,19,14
21051,08,29,10,19,09,27,15
21050,02,16,09,25,10,28,08
21049,04,25,32,13,22,11,01
21048,22,04,32,15,17,29,03
21047,13,03,29,16,24,07,01
21046,09,13,05,28,21,33,06
21045,15,14,04,17,32,01,02
21044,17,07,26,28,05,14,13
21043,17,24,18,23,02,03,01
21042,05,27,22,10,09,25,08
21041,32,18,09,02,23,26,14
21040,02,07,06,24,28,29,16
21039,21,24,31,02,29,08,13
21038,07,09,05,27,16,18,06
21037,24,13,26,19,30,17,12
21036,01,26,02,11,21,06,11
21035,26,14,20,18,28,12,11
21034,18,12,23,25,04,10,01
21033,33,12,31,02,13,14,06
21032,30,05,16,01,15,08,03
21031,28,11,06,31,25,21,07
21030,29,13,27,08,31,09,05
21029,08,15,30,22,17,10,12
21028,23,27,26,16,11,33,05
21027,05,07,16,20,09,26,08
21026,20,19,05,03,13,25,03
21025,17,18,14,08,06,30,11
21024,06,04,10,11,18,01,02
21023,21,22,27,23,02,28,11
21022,32,10,31,25,15,17,06
21021,17,28,04,24,08,33,13
21020,09,03,01,11,07,06,02
21019,12,29,17,24,16,28,08
21018,32,25,02,08,14,23,06
21017,09,33,15,18,32,29,02
21016,08,03,18,15,13,09,10
21015,14,06,29,26,16,28,07
21014,04,25,29,21,33,15,06
21013,27,06,09,31,12,16,06
21012,26,18,06,20,14,03,01
21011,23,33,16,27,05,10,14
21010,33,11,01,19,04,32,05
21009,02,04,25,32,24,07,13
21008,07,14,18,01,33,05,07
21007,02,04,25,12,32,21,16
21006,22,25,26,06,24,08,01
21005,14,07,09,30,26,31,04
21004,08,02,07,22,03,17,15
21003,22,16,29,06,18,09,11
21002,10,32,25,06,26,13,11
21001,13,18,02,20,03,31,11
20134,09,10,22,02,20,26,01
20133,23,03,27,19,22,29,07
20132,12,14,01,23,11,04,04
20131,19,08,22,30,27,26,07
20130,09,11,14,08,29,17,16
20129,15,01,02,33,28,05,04
20128,23,16,26,08,15,10,10
20127,01,26,18,19,04,31,07
20126,14,07,28,23,03,12,11
20125,30,12,16,26,05,31,13
20124,33,29,19,20,18,16,12
20123,19,29,18,26,01,03,03
20122,26,17,12,24,31,15,15
20121,04,02,21,06,25,29,03
20120,10,04,02,03,01,09,12
20119,33,01,28,09,22,32,15
20118,26,11,30,19,13,33,05
20117,09,16,07,10,08,27,07
20116,05,06,27,14,16,19,10
20115,20,32,25,12,04,01,02
20114,24,30,32,01,05,11,03
20113,22,32,07,03,10,01,11
20112,02,28,12,32,09,17,05
20111,17,06,22,24,26,09,16
20110,25,14,06,02,22,09,04
20109,06,13,16,20,23,32,13
20108,32,15,17,12,10,23,05
20107,03,09,11,25,24,28,16
20106,15,04,02,28,18,11,10
